"district","county","subcounty","parish","year","school_name","ownership","gender","grade","value","location_code","facility_id"
"Masindi","Buruli","Miirya","Bigando","2019","Kahaara Primary School","Government","Male","Division X","0.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2019","Kahaara Primary School","Government","Female","Division X","1.0","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Male","Division 1","0.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Female","Division 1","0.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Male","Division 2","10.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Female","Division 2","12.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Male","Division 3","7.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Female","Division 3","5.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Male","Division 4","1.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Female","Division 4","3.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Male","Division U","0.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Female","Division U","0.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Male","Division X","0.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2019","Siiba Primary School","Government","Female","Division X","1.0","D02S16P01","siiba-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Male","Division 1","0.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Female","Division 1","0.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Male","Division 2","8.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Female","Division 2","9.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Male","Division 3","5.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Female","Division 3","10.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Male","Division 4","1.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Female","Division 4","1.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Male","Division U","0.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Female","Division U","1.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Male","Division X","0.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2019","Kijogoro Primary School","Government","Female","Division X","0.0","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Male","Division 1","6.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Female","Division 1","0.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Male","Division 2","32.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Female","Division 2","41.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Male","Division 3","11.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Female","Division 3","18.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Male","Division 4","4.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Female","Division 4","10.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Male","Division U","1.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Female","Division U","6.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Male","Division X","3.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2019","Kimengo Primary School","Government","Female","Division X","2.0","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Male","Division 1","0.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Female","Division 1","0.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Male","Division 2","42.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Female","Division 2","19.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Male","Division 3","20.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Female","Division 3","25.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Male","Division 4","6.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Female","Division 4","7.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Male","Division U","3.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Female","Division U","1.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Male","Division X","1.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2019","Kyatiri Primary School","Government","Female","Division X","0.0","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Male","Division 1","1.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Female","Division 1","1.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Male","Division 2","16.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Female","Division 2","25.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Male","Division 3","11.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Female","Division 3","13.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Male","Division 4","4.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Female","Division 4","4.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Male","Division U","0.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Female","Division U","3.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Male","Division X","4.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2019","Karongo Primary School","Government","Female","Division X","1.0","D02S22P02","karongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Male","Division 1","1.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Female","Division 1","0.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Male","Division 2","7.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Female","Division 2","5.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Male","Division 3","7.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Female","Division 3","2.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Male","Division 4","1.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Female","Division 4","1.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Male","Division U","3.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Female","Division U","0.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Male","Division X","0.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2019","Karungi Primary School","Government","Female","Division X","0.0","D02S05P02","karungi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Male","Division 1","0.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Female","Division 1","0.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Male","Division 2","8.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Female","Division 2","11.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Male","Division 3","1.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Female","Division 3","4.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Male","Division 4","3.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Female","Division 4","1.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Male","Division U","3.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Female","Division U","0.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Male","Division X","1.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2019","Kihoole Primary School","Government","Female","Division X","0.0","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Male","Division 1","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Female","Division 1","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Male","Division 2","2.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Female","Division 2","9.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Male","Division 3","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Female","Division 3","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Male","Division 4","4.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Female","Division 4","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Male","Division U","0.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Female","Division U","1.0","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2019","Kasongoire Primary School","Government","Male","Division X","0.0","D02S22P03","kasongoire-primary-school_masindi"
